ASX code,Company name,Listing date,GICs industry group,Market Cap
SNG,SIREN GOLD LIMITED,07/10/2020,Materials,23969722
SNL,SUPPLY NETWORK LIMITED,10/09/1987,Retailing,534720688
SNS,SENSEN NETWORKS LIMITED,31/05/2007,Software & Services,49501594
SNX,SIERRA NEVADA GOLD INC.,03/05/2022,Materials,17098910
SNZ,SUMMERSET GROUP HOLDINGS LIMITED,18/07/2013,Health Care Equipment & Services,2089052046
SO4,SALT LAKE POTASH LIMITED,03/11/2006,Materials,N/A
SOL,WASHINGTON H SOUL PATTINSON & COMPANY LIMITED,21/01/1903,Energy,10067393699
SOM,SOMNOMED LIMITED,27/08/2004,Health Care Equipment & Services,112552668
SOP,SYNERTEC CORPORATION LIMITED,28/05/2013,Commercial & Professional Services,71123814
SOR,STRATEGIC ELEMENTS LIMITED,11/08/2011,Diversified Financials,46905587
SOV,SOVEREIGN CLOUD HOLDINGS LIMITED,14/12/2020,Software & Services,28000555
SP3,SPECTUR LIMITED,01/08/2017,Technology Hardware & Equipment,5758544
SPA,SPACETALK LTD,17/07/2001,Software & Services,7188910
SPD,SOUTHERN PALLADIUM LIMITED,08/06/2022,Materials,71800000
SPK,SPARK NEW ZEALAND LIMITED,22/08/1991,Telecommunication Services,9047382192
SPL,STARPHARMA HOLDINGS LIMITED,28/09/2000,"Pharmaceuticals, Biotechnology & Life Sciences",208514748
SPN,SPARC TECHNOLOGIES LIMITED,03/07/1986,Materials,51141845
SPQ,SUPERIOR RESOURCES LIMITED,12/11/2007,Materials,103774445
SPT,SPLITIT PAYMENTS LTD,29/01/2019,Software & Services,85122169
SPX,SPENDA LIMITED,29/05/2002,Software & Services,29085215
SPZ,SMART PARKING LIMITED,09/01/2007,Technology Hardware & Equipment,92843545
SQ2,BLOCK INC.,20/01/2022,Software & Services,52232139630
SRG,SRG GLOBAL LIMITED,17/08/2007,Capital Goods,311457415
SRH,SAFEROADS HOLDINGS LIMITED,15/12/2005,Transportation,4495414
SRI,SIPA RESOURCES LIMITED,23/08/1990,Materials,9079437
SRJ,SRJ TECHNOLOGIES GROUP PLC,18/09/2020,Energy,N/A
SRK,STRIKE RESOURCES LIMITED,07/03/2000,Materials,24570000
SRL,SUNRISE ENERGY METALS LIMITED,09/11/2007,Materials,185519231
SRN,SUREFIRE RESOURCES NL,11/06/1999,Materials,17394998
SRR,SARAMA RESOURCES LTD,02/05/2022,Materials,15171439
SRV,SERVCORP LIMITED,06/12/1999,Real Estate,329180819
SRX,SIERRA RUTILE HOLDINGS LIMITED,27/07/2022,Materials,91210836
SRY,STORY-I LIMITED,20/01/2015,Retailing,N/A
SRZ,STELLAR RESOURCES LIMITED,28/04/2005,Materials,13060202
SSG,SHAVER SHOP GROUP LIMITED,01/07/2016,Retailing,145423868
SSH,SSH GROUP LTD,17/09/2021,Energy,11117975
SSL,SIETEL LIMITED,01/01/1974,Real Estate,56052353
SSM,SERVICE STREAM LIMITED,09/12/2004,Capital Goods,437326697
SSR,SSR MINING INC.,17/09/2020,Materials,4452401581
SST,STEAMSHIPS TRADING COMPANY LIMITED,30/06/1962,Capital Goods,325586489
ST1,SPIRIT TECHNOLOGY SOLUTIONS LTD,22/10/1999,Telecommunication Services,39883415
STA,STRANDLINE RESOURCES LIMITED,17/05/2000,Materials,563799899
STG,STRAKER TRANSLATIONS LIMITED,22/10/2018,Media & Entertainment,86153095
STK,STRICKLAND METALS LIMITED,06/04/2006,Materials,60349884
STM,SUNSTONE METALS LTD,22/03/2007,Materials,94336071
STN,SATURN METALS LIMITED,09/03/2018,Materials,23381852
STO,SANTOS LIMITED,01/10/1954,Energy,24349478409
STP,STEP ONE CLOTHING LIMITED,01/11/2021,Retailing,48188476
STX,STRIKE ENERGY LIMITED,05/08/2004,Energy,536763226
SUH,SOUTHERN HEMISPHERE MINING LIMITED,05/01/2010,Materials,5059903
SUL,SUPER RETAIL GROUP LIMITED,06/07/2004,Retailing,2515707210
SUM,SUMMIT MINERALS LIMITED,05/08/2022,Materials,6286968
SUN,SUNCORP GROUP LIMITED,07/07/1988,Insurance,15168907164
SUV,SUVO STRATEGIC MINERALS LIMITED,17/05/2011,Materials,31491215
SVG,SAVANNAH GOLDFIELDS LIMITED,02/04/1987,Materials,29341734
SVL,SILVER MINES LIMITED,19/01/2007,Materials,258366429
SVM,SOVEREIGN METALS LIMITED,22/01/2007,Materials,197767510
SVW,SEVEN GROUP HOLDINGS LIMITED,30/04/2010,Capital Goods,7530391989
SVY,STAVELY MINERALS LIMITED,07/05/2014,Materials,59746611
SW1,SWIFT NETWORKS GROUP LIMITED,30/06/1994,Media & Entertainment,8299153
SWF,SELFWEALTH LIMITED,23/11/2017,Diversified Financials,47371914
SWM,SEVEN WEST MEDIA LIMITED,09/01/1992,Media & Entertainment,643997887
SWP,SWOOP HOLDINGS LIMITED,06/10/1988,Telecommunication Services,66741451
SXE,SOUTHERN CROSS ELECTRICAL ENGINEERING LTD,28/11/2007,Capital Goods,186897208
SXG,SOUTHERN CROSS GOLD LTD,16/05/2022,Materials,127038196
SXL,SOUTHERN CROSS MEDIA GROUP LIMITED,17/11/2005,Media & Entertainment,261622149
SYA,SAYONA MINING LIMITED,30/03/2004,Materials,1779406465
SYM,SYMBIO HOLDINGS LIMITED,18/05/2006,Telecommunication Services,246034736
SYN,SYNERGIA ENERGY LTD,24/10/2003,Energy,8417791
SYR,SYRAH RESOURCES LIMITED,11/09/2007,Materials,1582546876
SYT,SYNTONIC LIMITED,12/06/2007,Software & Services,N/A
SZL,SEZZLE INC.,30/07/2019,Software & Services,118474153
T1G,TIGER TASMAN MINERALS LIMITED,,Materials,0
T3D,333D LIMITED,27/12/2006,Commercial & Professional Services,3189317
T3K,TEK-OCEAN GROUP LIMITED,02/09/2021,Energy,N/A
T88,TAITON RESOURCES LIMITED,,Materials,0
T92,TERRA URANIUM LIMITED,08/09/2022,Energy,13720000
TAH,TABCORP HOLDINGS LIMITED,15/08/1994,Consumer Services,2393450801
TAM,TANAMI GOLD NL,11/12/1986,Materials,48178979
TAR,TARUGA MINERALS LIMITED,07/02/2012,Materials,27919643
TAS,TASMAN RESOURCES LTD,18/12/2001,Materials,5369221
TBA,TOMBOLA GOLD LTD,03/05/2012,Materials,32006240
TBN,TAMBORAN RESOURCES LIMITED,02/07/2021,Energy,354002688
TBR,TRIBUNE RESOURCES LIMITED,04/05/1989,Materials,199903373
TCF,360 CAPITAL ENHANCED INCOME FUND,17/10/2006,Not Applic,21689992
TCG,TURACO GOLD LIMITED,22/07/2008,Materials,24807567
TCL,TRANSURBAN GROUP,14/03/1996,Transportation,43633431649
TCO,TRANSMETRO CORPORATION LIMITED,17/09/1987,Consumer Services,15524022
TD1,TALI DIGITAL LIMITED,23/09/2004,Health Care Equipment & Services,3394076
TDO,3D OIL LIMITED,22/05/2007,Energy,14054984
TEE,TOP END ENERGY LIMITED,04/04/2022,Energy,14969375
TEG,TRIANGLE ENERGY (GLOBAL) LIMITED,06/01/2006,Energy,21512635
TEK,THORNEY TECHNOLOGIES LTD,10/05/2005,Not Applic,89258632
TEM,TEMPEST MINERALS LIMITED,28/03/2017,Materials,13628687
TER,TERRACOM LIMITED,22/07/2010,Energy,623624249
TFL,TASFOODS LIMITED,16/12/1999,"Food, Beverage & Tobacco",22728967
TG1,TECHGEN METALS LTD,07/04/2021,Materials,6693041
TG6,TG METALS LIMITED,26/05/2022,Materials,6592135
TGA,THORN GROUP LIMITED,13/12/2006,Retailing,45193225
TGF,TRIBECA GLOBAL NATURAL RESOURCES LIMITED,12/10/2018,Not Applic,138990000
TGH,TERRAGEN HOLDINGS LIMITED,11/12/2019,Materials,18431827
TGM,THETA GOLD MINES LIMITED,07/04/2011,Materials,45201987
TGN,TUNGSTEN MINING NL,17/12/2012,Materials,60553899
TGP,360 CAPITAL GROUP,26/07/2005,Real Estate,199029622
THL,TOURISM HOLDINGS RENTALS LIMITED,,Transportation,0
THR,THOR MINING PLC,27/09/2006,Materials,16114731
TI1,TOMBADOR IRON LIMITED,22/11/2004,Real Estate,49150595
TIA,TIAN AN AUSTRALIA LIMITED,11/12/1985,Real Estate,19920031
TIE,TIETTO MINERALS LIMITED,18/01/2018,Materials,869019629
TIG,TIGERS REALM COAL LIMITED,29/08/2011,Materials,156800428
TIP,TEAMINVEST PRIVATE GROUP LIMITED,24/05/2019,Diversified Financials,61254869
TKL,TRAKA RESOURCES LIMITED,20/11/2003,Materials,4132647
TKM,TREK METALS LIMITED,05/07/2007,Materials,32755057
TLC,THE LOTTERY CORPORATION LIMITED,24/05/2022,Consumer Services,10149518966
TLG,TALGA GROUP LTD,09/07/2010,Materials,489790110
TLM,TALISMAN MINING LIMITED,25/11/2005,Materials,24406135
TLS,TELSTRA GROUP LIMITED,17/11/1997,Telecommunication Services,46217709412
TLX,TELIX PHARMACEUTICALS LIMITED,15/11/2017,"Pharmaceuticals, Biotechnology & Life Sciences",2286687233
TMB,TAMBOURAH METALS LTD,12/08/2021,Materials,9189950
TMG,TRIGG MINERALS LIMITED,03/10/2019,Materials,9263693
TMH,THE MARKET HERALD LIMITED,15/09/2016,Media & Entertainment,137024005
TMK,TMK ENERGY LIMITED,10/07/2008,Energy,75438906
TML,TIMAH RESOURCES LIMITED,16/09/2015,Utilities,6418599
TMR,TEMPUS RESOURCES LTD,15/08/2018,Materials,14687625
TMS,TENNANT MINERALS LIMITED,17/08/2004,Materials,24663051
TMT,TECHNOLOGY METALS AUSTRALIA LIMITED,21/12/2016,Materials,71340349
TMX,TERRAIN MINERALS LIMITED,23/03/2006,Materials,5325327
TMZ,THOMSON RESOURCES LIMITED,17/12/2010,Materials,18547565
TNE,TECHNOLOGY ONE LIMITED,08/12/1999,Software & Services,4391400061
TNG,TNG LIMITED,18/02/1971,Materials,126346058
TNT,TESSERENT LIMITED,15/02/2016,Software & Services,128647301
TNY,TINYBEANS GROUP LTD,21/04/2017,Media & Entertainment,16176792
TOE,TORO ENERGY LIMITED,24/03/2006,Energy,58460133
TON,TRITON MINERALS LTD,14/08/2009,Materials,34569604
TOP,THORNEY OPPORTUNITIES LTD,22/03/2000,Not Applic,101896482
TOR,TORQUE METALS LIMITED..,25/06/2021,Materials,13229148
TOT,360 CAPITAL REIT,22/04/2015,Diversified Financials,116271412
TOU,TLOU ENERGY LIMITED,09/04/2013,Energy,33437809
TOY,TOYS'R'US ANZ LIMITED,14/09/2000,Retailing,25892600
TPC,TPC CONSOLIDATED LIMITED,16/07/2007,Utilities,32079229
TPD,TALON ENERGY LTD,28/02/2013,Energy,68254660
TPG,TPG TELECOM LIMITED.,30/06/2020,Telecommunication Services,9222334678
TPO,TIAN POH RESOURCES LIMITED,11/11/2014,Materials,N/A
TPW,TEMPLE & WEBSTER GROUP LTD,10/12/2015,Retailing,558527988
TRA,TURNERS AUTOMOTIVE GROUP LIMITED,28/07/2017,Retailing,289578825
TRE,TOUBANI RESOURCES INC.,28/11/2022,Class Pend,24527760
TRJ,TRAJAN GROUP HOLDINGS LIMITED,07/06/2021,"Pharmaceuticals, Biotechnology & Life Sciences",276787174
TRM,TRUSCOTT MINING CORPORATION LIMITED,18/04/2007,Materials,5999081
TRMN,TRUSCOTT MINING CORPORATION LIMITED,18/04/2007,Materials,5999081
TRP,TISSUE REPAIR LTD,18/11/2021,"Pharmaceuticals, Biotechnology & Life Sciences",15116211
TRS,THE REJECT SHOP LIMITED,01/06/2004,Retailing,176747166
TRT,TODD RIVER RESOURCES LIMITED,06/04/2017,Materials,10303294
TRU,TRUSCREEN GROUP LIMITED,06/01/2021,Health Care Equipment & Services,12700319
TRY,TROY RESOURCES LIMITED,05/03/1987,Materials,N/A
TSCDA,TWENTY SEVEN CO. LIMITED,18/10/2006,Energy,0
TSI,TOP SHELF INTERNATIONAL HOLDINGS LTD,10/12/2020,"Food, Beverage & Tobacco",90200988
TSK,TASK GROUP HOLDINGS LIMITED,25/11/2020,Software & Services,134824689
TSL,TITANIUM SANDS LIMITED,22/12/1988,Materials,15470376
TSN,THE SUSTAINABLE NUTRITION GROUP LTD,23/12/2003,"Food, Beverage & Tobacco",N/A
TSO,TESORO GOLD LTD,28/01/2004,Materials,34719327
TTA,TTA HOLDINGS LIMITED,16/02/2006,Retailing,2198775
TTB,TOTAL BRAIN LIMITED,28/08/2001,Health Care Equipment & Services,5348845
TTI,TRAFFIC TECHNOLOGIES LTD.,17/02/1998,Transportation,12276893
TTM,TITAN MINERALS LIMITED,15/11/2006,Materials,135482226
TTT,TITOMIC LIMITED,21/09/2017,Materials,41119522
TUA,TUAS LIMITED,30/06/2020,Telecommunication Services,650943889
TUL,TULLA RESOURCES PLC,18/03/2021,Materials,119176090
TVL,TOUCH VENTURES LIMITED,29/09/2021,Diversified Financials,78470685
TWD,TAMAWOOD LIMITED,14/08/2000,Consumer Durables & Apparel,83388727
TWE,TREASURY WINE ESTATES LIMITED,10/05/2011,"Food, Beverage & Tobacco",9860446084
TWR,TOWER LIMITED,28/09/1999,Insurance,242869752
TYM,TYMLEZ GROUP LIMITED,13/12/2018,Software & Services,19787303
TYR,TYRO PAYMENTS LIMITED,06/12/2019,Software & Services,887897705
TYX,TYRANNA RESOURCES LIMITED,11/07/2007,Materials,72162760
TZL,TZ LIMITED,22/01/1987,Technology Hardware & Equipment,21157271
TZN,TERRAMIN AUSTRALIA LIMITED.,23/12/2003,Materials,61380319
UBI,UNIVERSAL BIOSENSORS INC.,13/12/2006,Health Care Equipment & Services,50842664
UBN,URBANISE.COM LIMITED,22/09/2014,Software & Services,37790198
UCM,USCOM LIMITED,10/12/2003,Health Care Equipment & Services,10130430
UMG,UNITED MALT GROUP LIMITED,24/03/2020,"Food, Beverage & Tobacco",993274728
UNI,UNIVERSAL STORE HOLDINGS LIMITED,16/11/2020,Retailing,383604050
UOS,UNITED OVERSEAS AUSTRALIA LIMITED,17/02/1988,Real Estate,827997649
URF,US MASTERS RESIDENTIAL PROPERTY FUND,23/07/2012,Real Estate,108271466
URW,UNIBAIL-RODAMCO-WESTFIELD,31/05/2018,Real Estate,11101367040
USQ,US STUDENT HOUSING REIT,08/03/2022,Real Estate,63872401
UUL,ULTIMA UNITED LIMITED,01/06/2007,Real Estate,N/A
UVA,UVRE LIMITED,07/06/2022,Materials,5112500
VAL,VALOR RESOURCES LIMITED,29/08/1997,Materials,26082244
VAN,VANGO MINING LIMITED,08/03/2005,Materials,47877630
VAR,VARISCAN MINES LIMITED,20/08/1987,Materials,5601373
VBC,VERBREC LIMITED,11/12/2007,Capital Goods,29899283
VBS,VECTUS BIOSYSTEMS LIMITED,23/02/2016,"Pharmaceuticals, Biotechnology & Life Sciences",49613872
VCX,VICINITY CENTRES,05/12/2011,Real Estate,9241118977
VEA,VIVA ENERGY GROUP LIMITED,13/07/2018,Energy,4261509216
VEE,VEEM LTD,26/10/2016,Capital Goods,78717282
VEN,VINTAGE ENERGY LTD,17/09/2018,Energy,67204567
VG1,VGI PARTNERS GLOBAL INVESTMENTS LIMITED,28/09/2017,Not Applic,503022944
VGL,VISTA GROUP INTERNATIONAL LIMITED.,11/08/2014,Software & Services,321805088
VHM,VHM LIMITED,,Class Pend,0
VHT,VOLPARA HEALTH TECHNOLOGIES LIMITED,27/04/2016,Health Care Equipment & Services,151234145
VIA,VIAGOLD RARE EARTH RESOURCES HOLDINGS LIMITED,07/02/1996,Materials,N/A
VIG,VICTOR GROUP HOLDINGS LIMITED,09/05/2014,Software & Services,17166800
VIP,VIP GLOVES LTD,05/02/1997,Health Care Equipment & Services,4720689
VKA,VIKING MINES LIMITED,12/05/2010,Materials,9227326
VLS,VITA LIFE SCIENCES LIMITED..,23/08/2007,"Pharmaceuticals, Biotechnology & Life Sciences",79511418
VMC,VENUS METALS CORPORATION LIMITED,12/06/2007,Materials,26711802
VMG,VDM GROUP LIMITED,15/02/2006,Capital Goods,6927661
VML,VITAL METALS LIMITED,11/10/2005,Materials,137959894
VMM,VIRIDIS MINING AND MINERALS LIMITED,24/01/2022,Materials,9203451
VMS,VENTURE MINERALS LIMITED,22/09/2006,Materials,40536525
VMT,VMOTO LIMITED,31/01/2002,Automobiles & Components,108829567
VN8,VONEX LIMITED..,13/06/2018,Telecommunication Services,28584461
VNT,VENTIA SERVICES GROUP LIMITED,19/11/2021,Capital Goods,2267033779
VOL,VICTORY OFFICES LIMITED,14/06/2019,Real Estate,N/A
VPR,VOLT POWER GROUP LIMITED,18/04/1991,Utilities,21432416
VR1,VECTION TECHNOLOGIES LTD,17/03/2017,Software & Services,56186072
VR8,VANADIUM RESOURCES LIMITED,03/11/2017,Materials,27127093
VRC,VOLT RESOURCES LIMITED,19/12/2003,Materials,58191358
VRS,VERIS LIMITED,25/06/2008,Commercial & Professional Services,37709961
VRX,VRX SILICA LIMITED,24/02/2011,Materials,72592394
VSL,VULCAN STEEL LIMITED,04/11/2021,Materials,1070979862
VSR,VOLTAIC STRATEGIC RESOURCES LTD,21/01/2011,Energy,8823794
VTG,VITA GROUP LIMITED,02/11/2005,Retailing,19345902
VTI,VISIONEERING TECHNOLOGIES INC.,28/03/2017,Health Care Equipment & Services,9398731
VTM,VICTORY METALS LIMITED,22/07/2021,Materials,14166971
VTX,VERTEX MINERALS LIMITED,17/01/2022,Materials,6574500
VUK,VIRGIN MONEY UK PLC,03/02/2016,Banks,4189687041
VUL,VULCAN ENERGY RESOURCES LIMITED,30/05/2018,Materials,1003347107
VVA,VIVA LEISURE LIMITED,07/06/2019,Consumer Services,115566148
VYS,VYSARN LIMITED,14/12/2007,Materials,34785449
W2V,WAY 2 VAT LTD.,17/09/2021,Software & Services,6184676
WA1,WA1 RESOURCES LTD,08/02/2022,Materials,98106000
WAA,WAM ACTIVE LIMITED,11/01/2008,Not Applic,60068329
WAF,WEST AFRICAN RESOURCES LIMITED,11/06/2010,Materials,1169483013
WAK,WA KAOLIN LIMITED,26/11/2020,Materials,53278635
WAM,WAM CAPITAL LIMITED,12/08/1999,Not Applic,1859960113
WAR,WAM STRATEGIC VALUE LIMITED,28/06/2021,Not Applic,182827647
WAT,WATERCO LIMITED,23/03/1989,Consumer Durables & Apparel,144550609
WAX,WAM RESEARCH LIMITED,19/08/2003,Not Applic,256269840
WBC,WESTPAC BANKING CORPORATION,18/07/1970,Banks,83431872948
WBE,WHITEBARK ENERGY LTD,10/03/2004,Energy,9697329
WBT,WEEBIT NANO LTD,21/12/2010,Technology Hardware & Equipment,553167009
WC1,WEST COBAR METALS LIMITED,01/10/2021,Materials,17673728
WC8,WILDCAT RESOURCES LIMITED,04/08/2004,Materials,19860682
WCG,WEBCENTRAL LTD,14/12/1999,Software & Services,56435601
WCN,WHITE CLIFF MINERALS LIMITED,14/12/2007,Materials,11961654
WDS,WOODSIDE ENERGY GROUP LTD,18/11/1971,Energy,69930954066
WEB,WEBJET LIMITED,19/11/1997,Retailing,2399364349
WEC,WHITE ENERGY COMPANY LIMITED,23/07/1999,Energy,13387866
WEL,WINCHESTER ENERGY LTD,23/09/2014,Energy,11112418
WES,WESFARMERS LIMITED,15/11/1984,Retailing,54865112032
WFL,WELLFULLY LIMITED,29/05/2000,"Pharmaceuticals, Biotechnology & Life Sciences",5348802
WGB,WAM GLOBAL LIMITED,22/06/2018,Not Applic,662108439
WGN,WAGNERS HOLDING COMPANY LIMITED,08/12/2017,Materials,148218745
WGO,WARREGO ENERGY LIMITED,12/12/2007,Energy,269086912
WGR,WESTERN GOLD RESOURCES LIMITED.,23/07/2021,Materials,5940375
WGX,WESTGOLD RESOURCES LIMITED.,06/12/2016,Materials,352848934
WHC,WHITEHAVEN COAL LIMITED,01/06/2007,Energy,8606057031
WHF,WHITEFIELD INDUSTRIALS LIMITED,02/08/1971,Not Applic,573238790
WHK,WHITEHAWK LIMITED,24/01/2018,Retailing,16369283
WIA,WIA GOLD LIMITED,09/03/2011,Materials,28615893
WIN,WIDGIE NICKEL LIMITED,22/09/2021,Materials,128016542
WKT,WALKABOUT RESOURCES LTD,07/11/2006,Materials,N/A
WLD,WELLARD LIMITED,10/12/2015,"Food, Beverage & Tobacco",36656272
WLE,WAM LEADERS LIMITED,30/05/2016,Not Applic,1660619203
WLS,WCM GLOBAL LONG SHORT LIMITED,14/08/2015,Not Applic,22267566
WMA,WAM ALTERNATIVE ASSETS LIMITED,16/06/2014,Not Applic,211453140
WMC,WILUNA MINING CORPORATION LIMITED.,28/09/2006,Materials,N/A
WMG,WESTERN MINES GROUP LTD,20/07/2021,Materials,5804500
WMI,WAM MICROCAP LIMITED,28/06/2017,Not Applic,340272963
WML,WOOMERA MINING LIMITED,15/09/2005,Materials,13623972
WNR,WINGARA AG LTD,31/01/1990,"Food, Beverage & Tobacco",10708093
WNX,WELLNEX LIFE LIMITED,15/03/2017,"Food, Beverage & Tobacco",24541157
WOA,WIDE OPEN AGRICULTURE LTD,06/07/2018,"Food, Beverage & Tobacco",44960508
WOO,WOOBOARD TECHNOLOGIES LIMITED,09/07/2015,Software & Services,4391394
WOR,WORLEY LIMITED,28/11/2002,Energy,7655310590
WOT,WOTSO PROPERTY,28/10/2011,Real Estate,218902790
WOW,WOOLWORTHS GROUP LIMITED,12/07/1993,Food & Staples Retailing,42564496115
WPR,WAYPOINT REIT,03/08/2016,Real Estate,1847495504
WQG,WCM GLOBAL GROWTH LIMITED,23/06/2017,Not Applic,217937172
WR1,WINSOME RESOURCES LIMITED,30/11/2021,Materials,155540790
WRK,WRKR LTD,19/12/2016,Software & Services,35604493
WRM,WHITE ROCK MINERALS LIMITED,08/10/2010,Materials,17683836
WSI,WESTSTAR INDUSTRIAL LIMITED,07/06/2006,Materials,22153048
WSP,WHISPIR LIMITED,19/06/2019,Software & Services,62614983
WSR,WESTAR RESOURCES LIMITED,17/12/2020,Materials,3822835
WTC,WISETECH GLOBAL LIMITED,11/04/2016,Software & Services,18173272823
WTL,WT FINANCIAL GROUP LIMITED,09/03/2015,Diversified Financials,28137985
WTN,WINTON LAND LIMITED,17/12/2021,Real Estate,765263439
WWG,WISEWAY GROUP LIMITED,31/10/2018,Transportation,11710571
WWI,WEST WITS MINING LIMITED,19/12/2007,Materials,34765640
WYX,WESTERN YILGARN NL,25/05/2007,Materials,11077151
WZR,WISR LIMITED,16/03/1989,Diversified Financials,93578126
X2M,X2M CONNECT LIMITED,22/09/2021,Technology Hardware & Equipment,15691388
X64,TEN SIXTY FOUR LIMITED,23/12/2003,Materials,126758282
XAM,XANADU MINES LTD,21/12/2010,Materials,38131026
XF1,XREF LIMITED,18/04/2007,Software & Services,65161701
XPN,XPON TECHNOLOGIES GROUP LIMITED,16/12/2021,Software & Services,44782205
XRF,XRF SCIENTIFIC LIMITED,31/10/2006,Capital Goods,108899716
XRG,XREALITY GROUP LTD,18/01/2013,Consumer Services,30067767
XRO,XERO LIMITED,08/11/2012,Software & Services,10435893708
XST,XSTATE RESOURCES LIMITED,14/01/1988,Energy,6430363
XTC,XANTIPPE RESOURCES LIMITED,15/08/2007,Materials,57016609
XTE,XTEK LIMITED.,15/09/2005,Capital Goods,60039405
YAL,YANCOAL AUSTRALIA LIMITED,28/06/2012,Energy,7262416904
YBR,YELLOW BRICK ROAD HOLDINGS LIMITED,31/01/2008,Banks,26110516
YOJ,YOJEE LIMITED,02/12/2010,Software & Services,55476696
YOW,YOWIE GROUP LTD,15/09/1999,"Food, Beverage & Tobacco",8742716
YPB,YPB GROUP LTD,07/03/2005,Commercial & Professional Services,2032731
YRL,YANDAL RESOURCES LIMITED,14/12/2018,Materials,18936069
Z2U,ZOOM2U TECHNOLOGIES LIMITED,10/09/2021,Software & Services,18254208
ZAG,ZULEIKA GOLD LIMITED,23/08/2010,Materials,12517215
ZEO,ZEOTECH LIMITED,16/10/2009,Materials,59065404
ZER,ZETA RESOURCES LIMITED,12/06/2013,Not Applic,160927144
ZEU,ZEUS RESOURCES LIMITED,21/01/2013,Energy,N/A
ZGL,ZICOM GROUP LIMITED,12/11/1970,Capital Goods,13946401
ZIM,ZIMPLATS HOLDINGS LIMITED,15/10/1998,Materials,2836252051
ZIP,ZIP CO LIMITED..,09/12/2009,Diversified Financials,504560952
ZLD,ZELIRA THERAPEUTICS LIMITED,28/07/2003,"Pharmaceuticals, Biotechnology & Life Sciences",9577116
ZMI,ZINC OF IRELAND NL,18/09/2007,Materials,8191727
ZMM,ZIMI LIMITED,10/09/2007,Technology Hardware & Equipment,5843711
ZNC,ZENITH MINERALS LIMITED,29/05/2007,Materials,112420665
ZNO,ZOONO GROUP LIMITED,21/07/1988,Materials,16692522
