moneysmartID,title,accountNames,accountNumbers,accountBanks,billerCode,merchantId,acquirerId,terminalId,moneysmartUrl,addresses,websites,emails,phones,fax,aliases,comment,legacyDetails,legacyAccountNumbers,legacyAliases,dateAdded,dateUpdated
3154,Raven Securities Corp,,,,,,,,/companies-you-should-not-deal-with/raven-securities-corp,,,,,,,,(Note: this company is not connected and should not be confused with the legitimate firm Raven Securities Corp. Level 34 40 Wall Street NEW YORK 10022  Ph: 212 668 8700 SEC#8-40372  CRD#3520.)40 Wall Street NEW YORK 10022 Ph:1 212 401 6231 Fax:1 212 401 6235 www.raven-sec.com info@raven-sec.com,,, ,23-Aug-19
3155,RBoptions,,,,,,,,/companies-you-should-not-deal-with/rboptions,,,,,,,,(also known as Zulutoys Limited) Ajeltake Road Ajeltake Island Majuro  MH96960 Marshall Islands www.rboptions.com,,, ,23-Aug-19
3156,RDG Trading Inc.,,,,,,,,/companies-you-should-not-deal-with/rdg-trading-inc,,,,,,,,101 S Tryon Street Charlotte NC 28280-0002 Ph: 1 (888) 739-7764 Fax: 1 (704) 973-5545and60 Alexandra Terrace The Comtech SINGAPORE 118502 www.rdgtrading.com,,, ,23-Aug-19
3157,RE Group International,,,,,,,,/companies-you-should-not-deal-with/re-group-international,,,,,,,,(also known as Ag Investor Fund) Suite 501 5th Floor Themis Tower Olympion Street 3035 Limassol Cyprus Ph: 357 250 30526 Fax:: 357 250 30526 clientservices@re-groupinternational.com www.aginvestorfund.com,,, ,23-Aug-19
3158,Reach Wealth Management,,,,,,,,/companies-you-should-not-deal-with/reach-wealth-management,,,,,,,,13 Bedford Way  London Borough of Camden  WC1H  England  United Kingdom info@reachwm.com Ph +44 (0) 203 519 6468 http://www.reachwm.com Contact person: Jonathon Booth (j.booth@reachwm.com),,, ,23-Aug-19
3159,Red Enterprise,,,,,,,,/companies-you-should-not-deal-with/red-enterprise,,,,,,,,(formerly Ruluso Holdings) Hansestrasse 20 D-27419 Sittensen GERMANY Ph: 0034 626328042 0870 068 3434 Fax: 0870 068 3435 www.red-enterprise.com,,, ,23-Aug-19
3160,Redfield Markets Ltd t/a PlusOptions,,,,,,,,/companies-you-should-not-deal-with/redfield-markets-ltd-t-a-plusoptions,,,,,,,,also known as PlusOption78 York St London  W1H1DP13 Stejarisului Street Section 4 Bucharest RomaniaP: 02038070195 support@plusoption.com&nbsp;or&nbsp; henryll@plusoption.com or&nbsp; luisgo@plusoption.com&nbsp;or&nbsp; barryac@plusoption.com&nbsp;or&nbsp; jameswe@plusoption.com&nbsp;or&nbsp; michaelll@plusoption.com&nbsp;or&nbsp; compliance@plusoption.com&nbsp;or&nbsp; finance@plusoption.com https://www.plusoption.com/,,, ,23-Aug-19
3161,Redford Securities,,,,,,,,/companies-you-should-not-deal-with/redford-securities,,,,,,,,26 Queen's Road Central HONG KONG +852 580 80 816 www.redfordsecurities.comand55 New Bond Street Mayfair W1S 1DG London UNITED KINGDOM +44 203 129 7661,,, ,23-Aug-19
3162,Regal Capital Group LLC,,,,,,,,/companies-you-should-not-deal-with/regal-capital-group-llc,,,,,,,,5090 Richmond Ave  Houston  TX77056  USA http://www.regal-capitalgroup.com info@regal-capitalgroup.com Ph: +1 713 701 5211 Fax: +1 713 456 2299Account number: 951523687 Account name: Regal Capital Group LLC Bank name: JP Morgan Chase Bank,951523687,Regal Capital Group LLC, ,23-Aug-19
3163,Regal Group International,,,,,,,,/companies-you-should-not-deal-with/regal-group-international,,,,,,,,35F Central Plaza  18 Harbour Road  Hong Kong SAR Ph: 852 3175 0983 Fax: 852 3678 6713 www.regalgroupinternational.com info@regalgroupinternational.com,,, ,23-Aug-19
3164,Regional Regulatory Board,,,,,,,,/companies-you-should-not-deal-with/regional-regulatory-board,,,,,,,,2101 L Street NW  Suite 800 Washington  DC 20037 Ph: +1(202) 552 1536 Fax:+1(202)379 3532 www.regionalregboard.org,,, ,23-Aug-19
3165,Regulatory Association of Offshore Investment Managers,,,,,,,,/companies-you-should-not-deal-with/regulatory-association-of-offshore-investment-managers,,,,,,,,www.raoim.org,,, ,23-Aug-19
3166,Regulatory Compliance Commission,,,,,,,,/companies-you-should-not-deal-with/regulatory-compliance-commission,,,,,,,,No further information available.,,, ,23-Aug-19
3167,Reinhard Hofer International also known as Reinhard Hofer Venture Partners,,,,,,,,/companies-you-should-not-deal-with/reinhard-hofer-international-also-known-as-reinhard-hofer-venture-partners,,,,,,,,Unterer Stadtplatz 9  Kufstein  6330  Austria and 115 Argyle Street  Kowloon  Hong Kong and 326 Jiujiang Road  Shanghai  200000  China and 93 Wall Street  12th Floor  New York  10005  USAP: +43 1 267 5356 info@reinhardhofer.com or&nbsp;HK@reinhardhofer.com or&nbsp; CN@reinhardhofer.com or&nbsp;NY@reinhardhofer.com www.reinhardhofer.comAccount name: Yiwu City Zhenhao Co. Ltd. Account No.: 15602142010060005679 Bank name: Zhejiang Chouzhou Commercial Bank Co. Ltd,1.56021E+19,Yiwu City Zhenhao Co. Ltd., ,23-Aug-19
3168,Reinhard Hofer Venture Partners,,,,,,,,/companies-you-should-not-deal-with/reinhard-hofer-venture-partners,,,,,,,,Also known as Reinhard Hofer InternationalUnterer Stadtplatz 9  Kufstein  6330  Austria and 115 Argyle Street  Kowloon  Hong Kong and 326 Jiujiang Road  Shanghai  200000  China and 93 Wall Street  12th Floor  New York  10005  USAP: +43 1 267 5356 info@reinhardhofer.com&nbsp;or&nbsp;HK@reinhardhofer.com&nbsp; or&nbsp; &nbsp;CN@reinhardhofer.com&nbsp;or&nbsp;NY@reinhardhofer.com www.reinhardhofer.comAccount name: Yiwu City Zhenhao Co. Ltd. Account No.: 15602142010060005679 Bank name: Zhejiang Chouzhou Commercial Bank Co. Ltd,1.56021E+19,Yiwu City Zhenhao Co. Ltd., ,23-Aug-19
3169,Resona International Management,,,,,,,,/companies-you-should-not-deal-with/resona-international-management,,,,,,,,Bank of China Tower 1 Garden Road Central HONG KONG Ph: +852 9257 6599 Fax: +852 3006 5338 http://www.resonaim.com/index.php,,, ,23-Aug-19
3170,RGM Trading,,,,,,,,/companies-you-should-not-deal-with/rgm-trading,,,,,,,,24 Nathan Rd  Kowloon  Hong Kong Ph: 85 2 3019 9421 Fax: 85 2 3006 4212 contactus@RGM-Trading.com www.rgm-trading.com(Note: this company is not connected and should not be confused with the legitimate firms RGM Advisors LLC&nbsp; and RGM Trading LLC of 221 West 6th Street  Suite 1600 Austin  Texas 78701 Ph: 512.807.5000 registered in Delaware  US  file numbers 3456269 and 3917009).,,, ,23-Aug-19
3171,RI Markets,,,,,,,,/companies-you-should-not-deal-with/ri-markets,,,,,,,,also known as Fcorp Services LtdAddress: Trust Company complex  Ajeltake Road  Ajeltake Island  Majuro  Republic of Marshall Island MH 96960Ph: +442039364555Email: support@RIMarkets.comWebsite: https://www.rimarkets.com,,, ,23-Aug-19
3172,Rich Futures Limited,,,,,,,,/companies-you-should-not-deal-with/rich-futures-limited,,,,,,,,International Financial Centre  8 Financial Street  Central Hong Kong contatcus@richfutureshk.com www.richfutureshk.comAccount name: DH Corporation Limited Account number: 848-528121-838 Bank name: HSBC Hong Kong&nbsp;,848-528121-838,DH Corporation Limited, ,23-Aug-19
3173,Richards and Company Future Commission Merchant (RCFCM),,,,,,,,/companies-you-should-not-deal-with/richards-and-company-future-commission-merchant-rcfcm,,,,,,,,355 Greenwich Street  New York NY USA Ph:+1 (646) 789 4468 Fax: +1 (646) 224 8543 info@richardsandcompany.net www.richardsandcompany.net Hong Kong Branch: 27/F  53-55 Lockhart Road  Wanchai  Hong Kong Ph:+852 5808 0954 Fax:+852 3015 6810 supporthk@richardsandcompany.net  Singapore Branch: 31A Telok Ayer Street  44F  Raffles Place  Singapore Ph:+65 6491 5793 supportsg@richardsandcompany.net  BANK ACCOUNTS  Beneficiary name: Century Insight Inc Account (CIIA) Account number: 2102516505 Bank name: U.S. Central Bank Federal Reserve  Washington  DC,2102516505,Century Insight Inc Account (CIIA), ,23-Aug-19
3174,Richardson Resources Inc,,,,,,,,/companies-you-should-not-deal-with/richardson-resources-inc,,,,,,,,81 Pedder Street Hong Kong Ph: 852 9367 8630 Fax: 852 3010 0167 www.richardsonresources.com,,, ,23-Aug-19
3175,Richmond Capital Management,,,,,,,,/companies-you-should-not-deal-with/richmond-capital-management,,,,,,,,21/F Seoul Finance Center  84 Taepyeongro 1-Ga  Jung-Gu  Seoul  Korea Ph 82 70 7894 5548 Fax 82 70 7894 5549 www.richmondconsultancy.com,,, ,23-Aug-19
3176,Ridgeway Group LLC,,,,,,,,/companies-you-should-not-deal-with/ridgeway-group-llc,,,,,,,,60 Park Place  Newark  NJ 07102 Ph: +973 536 2735 www.ridgewaygrp.com admin@ridgewaygrp.comAccount Name: COR International Trading Limited Account Number: 00019100110613 Bank: Mashreq Bank,19100110613,COR International Trading Limited, ,23-Aug-19
3177,Rive Financial SA,,,,,,,,/companies-you-should-not-deal-with/rive-financial-sa,,,,,,,,Cours des Bastions 18 1205 Genève Switzerland Ph 41 22 5330933 Fax 41 22 5948005 info@rivefinancial.ch www.rivefinancial.ch,,, ,23-Aug-19
3178,River Valley Trading Pte,,,,,,,,/companies-you-should-not-deal-with/river-valley-trading-pte,,,,,,,,Floor 39 Offices 2-5 Suntec City Tower 2 9 Temasek Boulevard SINGAPORE 038989 http://www.rivervalleytradingpte.com/ Ph: Singapore/Asia 830 81079 Ph: Australia (Asia) (Support Centre) 0291192926 Ph: European 020 3239 4635 sales@rivervalleytradingpte.com r.fairclough@rivervalleytradingpte.com,,, ,23-Aug-19
3179,RJL International Ltd,,,,,,,,/companies-you-should-not-deal-with/rjl-international-ltd,,,,,,,,(Note: The Office of the Secretary of the Commonwealth  Massachusetts  USA has filed a complaint against RJL International Ltd: read about it on their website.)625 Mt. Auburn Street Cambridge  MA 02138 USA Ph: 1 617 848 8972 Fax: 1 617 848 8971 www.rjlig.com,,, ,23-Aug-19
3180,Rochelle Finances,,,,,,,,/companies-you-should-not-deal-with/rochelle-finances,,,,,,,,6 Boulevard de Neuilly Paris La Defense 1 Cedex 92081 La Defense France www.rochellefinances.com www.trading.rochellefinances.com support@rochellefinances.com,,, ,23-Aug-19
3181,Rock Smith Options Limited,,,,,,,,/companies-you-should-not-deal-with/rock-smith-options-limited,,,,,,,,Address: 90 New Bond Street  London England W15 1SR Ph: +44 20 3677 7046 Fax: +44 20 3514 2701 Email: info@rocksmithoptions.com www.rocksmithoptions.comAccount name: Dupont Fraser Account number. 072881828065133 Bank name: Industrial and Commercial Bank of China (Asia) Ltd,7.28818E+13,Dupont Fraser, ,23-Aug-19
3182,Roiteks,,,,,,,,/companies-you-should-not-deal-with/roiteks,,,,,,,,Also known as&nbsp;Green Oak LtdRozova Dolina 26 Sofia Bulgaria 1000  Boulevard Totleben 53-55 Sofia Bulgaria 1606P: +44 (20) 3455 4866 or&nbsp;+61 2 8317 3142 support@roiteks.com https://roiteks.com,,, ,23-Aug-19
3183,Rosenberg Smith & Partners,,,,,,,,/companies-you-should-not-deal-with/rosenberg-smith-partners,,,,,,,,2000 Steeles Avenue West Suite 200 Conord  Ontario Canada  L4K 3E9 Ph: 1 416 352 5625 Fax: 1 416 352 5702 www.rspi.ca,,, ,23-Aug-19
3184,Rosenthal International Inc,,,,,,,,/companies-you-should-not-deal-with/rosenthal-international-inc,,,,,,,,(Note: this company is not connected and should not be confused with the legitimate firm Rosenthal International Limited  1370 Broadway  New York  New York 10018  which is a registered Broker-Dealer in the USA. (CRD#11219; SEC File #8-18394) nor its parent Rosenthal &amp; Rosenthal  Inc.)The World Trade Centre Leutschenbachstrasse 95 Zurich 050 Switzerland Ph: 41 1 355 3018 / 1 212 656 1320 Fax: 41 1 355 3017 / 1 212 253 4180,,, ,23-Aug-19
3185,Roseville Trading,,,,,,,,/companies-you-should-not-deal-with/roseville-trading,,,,,,,,23 Jalan Berjaya 8/6 Taman Porindustrian Berjaya Kempas 81200 Johor Bahru  Malaysia,,, ,23-Aug-19
3186,Rothstein and Ross Ltd,,,,,,,,/companies-you-should-not-deal-with/rothstein-and-ross-ltd,,,,,,,,1 North Bridge Road High Street Center Suite 2207 Singapore 179097 Ph: 656 338 8530 Fax: 656 338 6311,,, ,23-Aug-19
3187,Royal Acquisitions Inc,,,,,,,,/companies-you-should-not-deal-with/royal-acquisitions-inc,,,,,,,,96 West Park Place Newark  Delaware 19711 USA Ph:1 302 355 0604 Fax: 1 302 355 0603 www.royalacquisitions.com,,, ,23-Aug-19
3188,Royal State Global Financial Solutions,,,,,,,,/companies-you-should-not-deal-with/royal-state-global-financial-solutions,,,,,,,,34 Thames St. SL4 1NJ  UKF: +44 207 6812 678 info@rsgfsolutionsgroup.com www.rsgfsolutions.comAccount name: Amarnath Trading Company Ltd Account number: 0223727921 Bank name: Kasikorn Bank Thailand,223727921,Amarnath Trading Company Ltd, ,23-Aug-19
3189,Royce Equity Management,,,,,,,,/companies-you-should-not-deal-with/royce-equity-management,,,,,,,,21/F CMA Building 64 Connaught Road  Central  Hong Kong Ph: +852 3895 0915 info@royceequity.management www.royceequity.management/index.html,,, ,23-Aug-19
3190,Royce Sanford,,,,,,,,/companies-you-should-not-deal-with/royce-sanford,,,,,,,,(Took over from Trident International)Unit 12A05  12A Floor  Chartered Square Building 152 North Sathorn Road  Bangrak  Bangkok 10500  Thailand,,, ,23-Aug-19
3191,RTG Direct Trading Ltd,,,,,,,,/companies-you-should-not-deal-with/rtg-direct-trading-ltd,,,,,,,,20-22 Wenlock Road London UK N1 7GU https://rtgtrading.com/ support@rtgtrading.com,,, ,23-Aug-19
3192,Rutherford Consultants,,,,,,,,/companies-you-should-not-deal-with/rutherford-consultants,,,,,,,,Place Du Bourg-De-Four 1204 Geneva Switzerland Ph: (41) 22 819 9601 Fax: (41) 22 819 96 04,,, ,23-Aug-19
3193,Rutherford Franklin Ltd,,,,,,,,/companies-you-should-not-deal-with/rutherford-franklin-ltd,,,,,,,,Shinjuku Mitsui Building 2 Chome-1-1&nbsp;Nishishinjuku Shinjuku-ku Tokyo-to 163-0410 Japan+81 345 400 981 info@rutherfordfranklin.com www.rutherfordfranklin.com/,,, ,23-Aug-19
3194,Saba Capital Management,,,,,,,,/companies-you-should-not-deal-with/saba-capital-management,,,,,,,,Golden Centre 188 Des Voeux Rd Central  Central  Hong Kong Island Ph: 81 928863 http://sabahkllc.com/ sales@sabahllc.comThis entity is not connected and should not be confused with legitimate company  Saba Capital Management  L.P. (CIK#: 0001510281) of 405 Lexington Avenue  58th Floor  New York  New York  10174  registered in Delaware  USA  DOS ID 3792350.,,, ,23-Aug-19
3195,Sacher Finanz,,,,,,,,/companies-you-should-not-deal-with/sacher-finanz,,,,,,,,15 Rue de Capucins L 1313 Luxembourg www.sacherfinanz.com contact@sacherfinanz.com Ph: 352 2020 3285 / 6390 5322 9075 Fax: 352 2461 1171,,, ,23-Aug-19
3196,S-Acquisition Corp,,,,,,,,/companies-you-should-not-deal-with/s-acquisition-corp,,,,,,,,Address: 575 Lexington Avenue  Suite 2001  New York NY 10022 Ph: 1 888 286 2891 Email: contactus@s-acquisitioncorp.com Website: http://s-acquisitioncorp.com,,, ,23-Aug-19
3197,Safe Harbour Ltd,,,,,,,,/companies-you-should-not-deal-with/safe-harbour-ltd,,,,,,,,28/F Plaza  222 Huai Hai Zhong Road Shanghai 200021 P.R. China Ph: (8621) 5383 3000 Fax: (8621) 5382 3218,,, ,23-Aug-19
3198,Safe Mark Limited,,,,,,,,/companies-you-should-not-deal-with/safe-mark-limited,,,,,,,,International Commerce Centre 1 Austin Road West Kowloon Hong Konginfo@safemarkhk.com www.safemarkhk.comAccount name: Charm Assets Limited Account number: 701-502034242 Bank name: ICBC (Asia) Limited HKAccount name: Kimsfer International Co Limited Account number: 817524440838 Bank name: HSBC Bank HK,701-502034242|817524440838,Charm Assets Limited|Kimsfer International Co Limited, ,23-Aug-19
3199,Safeguard Equity Group,,,,,,,,/companies-you-should-not-deal-with/safeguard-equity-group,,,,,,,,88 Queensway Central Hong Kong Hong Kong 852 Ph 8525 737 990 Fax 8523 00166 330 www.safeguardequity.com,,, ,23-Aug-19
3200,Sapphire Global Market Ltd,,,,,,,,/companies-you-should-not-deal-with/sapphire-global-market-ltd,,,,,,,,Website: www.sapphirefx.netNote: This entity is not connected or associated with Australian financial services licensee  Sapphire Commodities Pty Ltd ACN 124 637 252&nbsp;,,, ,23-Aug-19
3201,Sauer Capital S.A.,,,,,,,,/companies-you-should-not-deal-with/sauer-capital-s-a,,,,,,,,26 Boulevard Royal L-2449 Luxembourg Grand Duchy of Luxembourg Ph: 35220880993 info@sauercapitalsa.com www.sauercapitalsa.com,,, ,23-Aug-19
3202,Saxon & Swift,,,,,,,,/companies-you-should-not-deal-with/saxon-swift,,,,,,,,Suite 7/A  Cypress Gardens Herrera Street Legaspi Village Makati City 1200 PhilippinesandOther offices or mail addresses in Hong Kong  Vanuatu and US.,,, ,23-Aug-19
3203,SCFS Trading Limited,,,,,,,,/companies-you-should-not-deal-with/scfs-trading-limited,,,,,,,,Bank of America Tower  12 Harcourt Road Central&nbsp; Hong Kong Ph: +852-369-315-72 Fax:+852-300-627-68 http://scfs-trading.comAccount Name: Quantom Blackrock Capital Pte Ltd Account Number: 641497078001 Bank: Overseas Chinese Banking CorporationAccount Name: Quest Security Limited Account number: 817626864838 Bank name: HSBC Tsim Sha Tsui branch,641497078001|817626864838,Quantom Blackrock Capital Pte Ltd|Quest Security Limited, ,23-Aug-19
3204,Schuman Lindeberg SA,,,,,,,,/companies-you-should-not-deal-with/schuman-lindeberg-sa,,,,,,,,Mythenquai 24  Zürich 8002 Switzerland Ph: 41435081445 info@schumanlindebergsa.com www.schumanlindebergsa.com,,, ,23-Aug-19
3205,Scott W. Thomas  Attorney-at-law,,,,,,,,/companies-you-should-not-deal-with/scott-w-thomas-attorney-at-law,,,,,,,,14241 Dallas Parkway  JP Morgan International Plaza III  Dallas  TX 75254 Ph: 1 214 593 3659 Fax:1 214 593 4207 info@scottwthomas.com www.scottwthomas.com,,, ,23-Aug-19
3206,Secure Future Trading,,,,,,,,/companies-you-should-not-deal-with/secure-future-trading,,,,,,,,22/61  14th Floor  Yee Hing Loong Coommercial Building 151 Hollywood Road Central Hong Kong Ph: 852 3678 9963 Fax: 852 3017 3130 service@securefuturetrading. trading@securefuturetrading.com support@securefuturetrading.com www.securefuturetrading.com,,, ,23-Aug-19
3207,Secured Collateral,,,,,,,,/companies-you-should-not-deal-with/secured-collateral,,,,,,,,www.securedprivatewealth.com,,, ,23-Aug-19
3208,Secured Options,,,,,,,,/companies-you-should-not-deal-with/secured-options,,,,,,,,(trading name of Urbanix Limited) Zemen str. 2 Sofia 1505  BulgariaEmail: support@securedoptions.comWebsite: www.securedoptions.com,,, ,24-Oct-19
3209,Securities Regulatory and Investment Board,,,,,,,,/companies-you-should-not-deal-with/securities-regulatory-and-investment-board,,,,,,,,Kirchnertrasse 6-8 D - 60311 Frankfurt am Main Germany Ph 49 (692) 5737 8795 /49 (692) 5738 5886 Fax 49 (693) 809 9144 www.srib.org,,, ,23-Aug-19
3210,Securities Regulatory Commission,,,,,,,,/companies-you-should-not-deal-with/securities-regulatory-commission,,,,,,,,3rd Fl.  Kawakami Bldg 17-6  Hiroo 5-chome  Shibuya-ku  Tokyo ZIP 150-0012P: +81 645 605 035 info@securityregulatorycommission.comAccount name: LNT International Trading Company Account no: 788648529 Bank name: DBS Bank (Hong Kong) Limited,788648529,LNT International Trading Company, ,23-Aug-19
3211,Seedorf Luxman and Partners,,,,,,,,/companies-you-should-not-deal-with/seedorf-luxman-and-partners,,,,,,,,c/- Stephen Yang #13-00 Far East Building 14 Robinson Road SINGAPORE 04845,,, ,23-Aug-19
3212,Seisma Oil Research LLC,,,,,,,,/companies-you-should-not-deal-with/seisma-oil-research-llc,,,,,,,,(associated companies 'Seisma Energy Research LLC' and 'Seisma Energy Research  AVV')433 Plaza Real Suite 275 Boca Raton  Florida 33432 USA Ph 1 561 962 4100 Fax 1 561 962 4101andMontania Plaza 238 Noord  Aruba Ph: 297 583 2834 Fax: 297 583 2835,,Seisma Energy Research LLC|Seisma Energy Research  AVV, ,23-Aug-19
3213,Shaw Capital Management,,,,,,,,/companies-you-should-not-deal-with/shaw-capital-management,,,,,,,,7/F Yeiji Building 641-11 Yeoksam-dong Gangnam-gu Seoul  Korea Ph: 82 2 398 5852 Fax: 82 2398 5853 www.shaw-capital.com,,, ,23-Aug-19
3214,Sheffield Global Investments,,,,,,,,/companies-you-should-not-deal-with/sheffield-global-investments,,,,,,,,25th Floor  1 Canada Square Canary Wharf London E14 5DY UK Fax: +44.20.3163.0974 www.sheffieldgi.com info@sheffieldgi.com,,, ,23-Aug-19
3215,Shenzhen Capital Management,,,,,,,,/companies-you-should-not-deal-with/shenzhen-capital-management,,,,,,,,Yintai Office Tower Level 12  Beijing Yintai Centre 2 Jianguomenwai Avenue Beijing  China 100022 www.shenzhencap.com Ph: 86 1084053565 Fax: +852 3010 1209,,, ,23-Aug-19
3216,Shepherds Hill Partners,,,,,,,,/companies-you-should-not-deal-with/shepherds-hill-partners,,,,,,,,Financial One Platform Executive Office Central Hong Kong Ph: +852 3051 8264 info@shepherdshillhk.com www.shepherdshillhk.com&nbsp;,,, ,23-Aug-19
3217,Sherman Brothers,,,,,,,,/companies-you-should-not-deal-with/sherman-brothers,,,,,,,,(Information suggests were taken over by Crawford Peale and/or Brooks Pearson Investment Ltd.)Level 23  M Thai Tower All Seasons Place 87 Wireless Road Phatumwan Bangkok Thailand,,, ,23-Aug-19
3218,Shigesuke,,,,,,,,/companies-you-should-not-deal-with/shigesuke,,,,,,,,Nihon Seimei Sakaisuji Honmachi Building 8-12  Honmachi 1 chome Chuo Ku Osaka 541-0053 or 5410043 www.shigesuke.net Ph: 8164 5604018 or 852 3019 9416and  Also appears to be operating as: Tahoe Futures 1670 Broadway Denver  CO 8202 USA Fax/Ph: 1 888 822 9416 www.tahoefutures.com,,, ,23-Aug-19
3219,Shimbashi & Partners,,,,,,,,/companies-you-should-not-deal-with/shimbashi-partners,,,,,,,,15 th Fl  Shiodome Sumitomo Bldg. 9-2  Higashi-shimbashi 1 - chome Minato-ku  Tokyo 105-0021 Ph: +81 345 888 128 Fax: +81 345 781 507 contact@shimbashipartners.com www.shimbashipartners.comAccount name: ACE Standard Holdings Limited Account number: 3401062474 Bank Name: Korea Exchange Bank  Hong Kong,3401062474,ACE Standard Holdings Limited, ,23-Aug-19
3220,Shin Futures,,,,,,,,/companies-you-should-not-deal-with/shin-futures,,,,,,,,Office Tower Convention Plaza 1 Harbour Road Wanchai Hong Kong Ph 85 23019 9499 and 1 870 222 0217 Fax: 1 877 631 2953 www.shinfutures.com,,, ,23-Aug-19
3221,Shintomi Trading,,,,,,,,/companies-you-should-not-deal-with/shintomi-trading,,,,,,,,12-21-2 Otemachi Chiyoda-Ku Tokyo 100-0004 Ph (02) 9191 9734 www.shintomitrading.comAccount number: OSA11443631917181 Account name: Casper Holdings Company Ltd Bank name: Shanghai Pudong Development Bank,OSA11443631917181,Casper Holdings Company Ltd, ,23-Aug-19
3222,Short Term Lending Solutions,,,,,,,,/companies-you-should-not-deal-with/short-term-lending-solutions,,,,,,,,(also known as 'Jack Wilson Trading') (Note: this company is not connected and should not be confused with the legitimate Australian company Short Term Lending Solutions Pty Ltd  Toorak  Phone 03 9823 3900  Fax 03 9823 3990  www.shorttermlending.com.au  Australian Credit Licence no.: 395202  Registered Credit Provider no.: 2099)wjack@ausi.com,,, ,23-Aug-19
3223,Sicfex Swiss International Commodities Futures Exchange,,,,,,,,/companies-you-should-not-deal-with/sicfex-swiss-international-commodities-futures-exchange,,,,,,,,www.sicfex.com,,, ,23-Aug-19
3224,Sigama Capital Management,,,,,,,,/companies-you-should-not-deal-with/sigama-capital-management,,,,,,,,Level 18F One International Finance Centre 1 Harbour View Street Central Hong Kongand  Level 24 Bangkok City Tower 79 Southorn Road Khwaeng Thungahamek Khet Sathorn Bangkok 10120  ThailandandLevel 14 Kamiyacho Mori Building 4-3-20 Toranomon Minato-ku Tokyo 105-0001and  140 One Pacific Place Level 14/1401 Sukhumvit Road Bangkok 10110 Thailand,,, ,23-Aug-19
3225,Sigma Forex,,,,,,,,/companies-you-should-not-deal-with/sigma-forex,,,,,,,,Suite B 29 Harley St London W169QR Ph: 41435004145,,, ,23-Aug-19
3226,Silver Ridge Resources,,,,,,,,/companies-you-should-not-deal-with/silver-ridge-resources,,,,,,,,Email: e.silver@silverridgeresources.com Website: www.silverridgeresources.com Address: 681 Haining Rd  Zhabei  Shanghai 200085 Hay Wah Building  Hennessy Road  Hong Kong Phone: +85 2 5808 7858Account name: RFP Ltd Account number: 744107065101 Bank name: China Citic Bank International LtdAccount name: Alfredson Limited Account number: 165 812 215 838 Bank name: HSBC Bank,744107065101|165 812 215 838,RFP Ltd|Alfredson Limited, ,23-Aug-19
3227,Simpson & Greene Mergers And Acquisitions Inc,,,,,,,,/companies-you-should-not-deal-with/simpson-greene-mergers-and-acquisitions-inc,,,,,,,,World Trade Center I Route de'l aeroport 10  Case Postale 171 1215 Geneva Switzerland http://simpsongreene.com Ph: 41-22-5017070 Fax: 41-22-5948850 info@simpsongreene.com,,, ,23-Aug-19
3228,Simpson Venture Limited,,,,,,,,/companies-you-should-not-deal-with/simpson-venture-limited,,,,,,,,ABC Centre 500 North Michigan Ave 300 Chicago USA www.svltd.com info@svltd.com,,, ,23-Aug-19
3229,Sinclair Capital Management Limited,,,,,,,,/companies-you-should-not-deal-with/sinclair-capital-management-limited,,,,,,,,Crown Business Centre  Eldon St  London  England  EC2M 7LS UK Ph:+44 (0) 203 519 7742 Fax: +44 (0) 203 070 0811 info@sinclaircm.com www.sinclaircm.comBeneficiary Name: Aras Enigma Sdn Bhd Account No.: 3184821800 Bank name: Public BankBeneficiary Name: Terra Systems Sdn Bhd Account No.: 500305188 Bank name: Hong Leong Bank BerhadBeneficiary Name: Systemax Trading Account No.: 055-00-11975-7 Bank name: Hong Leong Bank BerhadAccount name: Goldtion Trading Account no.: 20608500005127 Bank name: RHB Bank BerhadAccount name: Asia House International Trading Account no: 609111315001 Bank name: Oversea-Chinese Banking Corporation LimitedAccount name: Ashford Trading Account no: 38000009704 Bank name: Hong Leong Bank Berhad  Kuala LumpurAccount name: Mega Capital Trading Limited Account no: 239435589883 Bank name: Hang Seng Bank Limited Hong KongBeneficiary name: Whitestone Trading Account number: 3230 0032 666 Bank name: Hong Leong Bank Berhad,3184821800|500305188|055-00-11975-7|20608500005127|609111315001|38000009704|239435589883|3230 0032 666,Aras Enigma Sdn Bhd|Terra Systems Sdn Bhd|Systemax Trading|Goldtion Trading|Asia House International Trading|Ashford Trading|Mega Capital Trading Limited|Whitestone Trading, ,23-Aug-19
3230,Skyfame Tower,,,,,,,,/companies-you-should-not-deal-with/skyfame-tower,,,,,,,,22 F 8 Linhe Zhong Road Tianhe District Guangzhou 510610 People's Republic of China Ph: 86 20 2889 3226 Fax: 852 3010 7604 Trading@completecommodity.com www.completecommodity.com,,, ,23-Aug-19
3231,sm-advisors.com,,,,,,,,/companies-you-should-not-deal-with/sm-advisors-com,,,,,,,,Address: No. 31 A  Wyndham Street  Central Hong Kong  Hong Kong Address: 33 Canada Square  Canary Wharf  London EQ4 5LB  United KingdomPh: +852-8192-9422 Ph: +44-208-798-3087Email: cs@sm-advisors.com Email: uk@sm-advisors.comWebsite: https://sm-advisors.com(Note: this company is not connected and should not be confused with SM Investment Advisors Limited  an entity registered with the Hong Kong Securities and Futures Commission),,, ,23-Aug-19
3232,SmartOptions,,,,,,,,/companies-you-should-not-deal-with/smartoptions,,,,,,,,(see Interglobal Trading Co Ltd /&nbsp;Interglobal Option Exchange),,, ,23-Aug-19
